Period,Scenario,LoadLevel,Date,MWh,KWh,Type
period1,sc01,t6423,2025-09-25 15:27:00,-1.287,-1.287,OrgDemand
period1,sc01,t6424,2025-09-25 16:27:00,-1.8330000000000002,-1.8330000000000002,OrgDemand
period1,sc01,t6425,2025-09-25 17:27:00,-4.769,-4.769,OrgDemand
period1,sc01,t6426,2025-09-25 18:27:00,-2.191,-2.191,OrgDemand
period1,sc01,t6427,2025-09-25 19:27:00,-0.273,-0.273,OrgDemand
period1,sc01,t6428,2025-09-25 20:27:00,-0.477,-0.477,OrgDemand
period1,sc01,t6429,2025-09-25 21:27:00,-0.147,-0.147,OrgDemand
period1,sc01,t6430,2025-09-25 22:27:00,-0.693,-0.693,OrgDemand
period1,sc01,t6431,2025-09-25 23:27:00,-0.49,-0.49,OrgDemand
period1,sc01,t6432,2025-09-26 00:27:00,-1.1199999999999999,-1.1199999999999999,OrgDemand
period1,sc01,t6433,2025-09-26 01:27:00,-0.401,-0.401,OrgDemand
period1,sc01,t6434,2025-09-26 02:27:00,-0.6890000000000001,-0.6890000000000001,OrgDemand
period1,sc01,t6435,2025-09-26 03:27:00,-0.16799999999999998,-0.16799999999999998,OrgDemand
period1,sc01,t6436,2025-09-26 04:27:00,-0.6619999999999999,-0.6619999999999999,OrgDemand
period1,sc01,t6437,2025-09-26 05:27:00,-1.17,-1.17,OrgDemand
period1,sc01,t6438,2025-09-26 06:27:00,-2.12,-2.12,OrgDemand
period1,sc01,t6439,2025-09-26 07:27:00,-0.262572763,-0.262572763,OrgDemand
period1,sc01,t6440,2025-09-26 08:27:00,-1.527427237,-1.527427237,OrgDemand
period1,sc01,t6441,2025-09-26 09:27:00,-3.5620000000000003,-3.5620000000000003,OrgDemand
period1,sc01,t6442,2025-09-26 10:27:00,-0.728,-0.728,OrgDemand
period1,sc01,t6443,2025-09-26 11:27:00,-0.7400000000000001,-0.7400000000000001,OrgDemand
period1,sc01,t6444,2025-09-26 12:27:00,-0.14,-0.14,OrgDemand
period1,sc01,t6445,2025-09-26 13:27:00,-0.273,-0.273,OrgDemand
period1,sc01,t6446,2025-09-26 14:27:00,-2.527,-2.527,OrgDemand
period1,sc01,t6447,2025-09-26 15:27:00,-0.790681623,-0.790681623,OrgDemand
period1,sc01,t6448,2025-09-26 16:27:00,-1.499318377,-1.499318377,OrgDemand
period1,sc01,t6449,2025-09-26 17:27:00,-0.7760000000000001,-0.7760000000000001,OrgDemand
period1,sc01,t6450,2025-09-26 18:27:00,-0.364,-0.364,OrgDemand
period1,sc01,t6451,2025-09-26 19:27:00,-3.2279999999999998,-3.2279999999999998,OrgDemand
period1,sc01,t6452,2025-09-26 20:27:00,-0.322,-0.322,OrgDemand
period1,sc01,t6453,2025-09-26 21:27:00,-0.196,-0.196,OrgDemand
period1,sc01,t6454,2025-09-26 22:27:00,-1.344,-1.344,OrgDemand
period1,sc01,t6455,2025-09-26 23:27:00,-0.16799999999999998,-0.16799999999999998,OrgDemand
period1,sc01,t6456,2025-09-27 00:27:00,-0.322,-0.322,OrgDemand
period1,sc01,t6457,2025-09-27 01:27:00,-0.154,-0.154,OrgDemand
period1,sc01,t6458,2025-09-27 02:27:00,-2.1460000000000004,-2.1460000000000004,OrgDemand
period1,sc01,t6459,2025-09-27 03:27:00,-0.245,-0.245,OrgDemand
period1,sc01,t6460,2025-09-27 04:27:00,-0.46499999999999997,-0.46499999999999997,OrgDemand
period1,sc01,t6461,2025-09-27 05:27:00,-0.788,-0.788,OrgDemand
period1,sc01,t6462,2025-09-27 06:27:00,-0.252,-0.252,OrgDemand
period1,sc01,t6463,2025-09-27 07:27:00,-1.6640000000000001,-1.6640000000000001,OrgDemand
period1,sc01,t6464,2025-09-27 08:27:00,-2.996,-2.996,OrgDemand
period1,sc01,t6465,2025-09-27 09:27:00,-0.664,-0.664,OrgDemand
period1,sc01,t6466,2025-09-27 10:27:00,-0.41600000000000004,-0.41600000000000004,OrgDemand
period1,sc01,t6467,2025-09-27 11:27:00,-1.1020000000000003,-1.1020000000000003,OrgDemand
period1,sc01,t6468,2025-09-27 12:27:00,-1.638,-1.638,OrgDemand
period1,sc01,t6469,2025-09-27 13:27:00,-8.707,-8.707,OrgDemand
period1,sc01,t6470,2025-09-27 14:27:00,-4.303,-4.303,OrgDemand
period1,sc01,t6471,2025-09-27 15:27:00,-0.273,-0.273,OrgDemand
period1,sc01,t6472,2025-09-27 16:27:00,-0.377,-0.377,OrgDemand
period1,sc01,t6473,2025-09-27 17:27:00,-1.601229202,-1.601229202,OrgDemand
period1,sc01,t6474,2025-09-27 18:27:00,-1.1787707980000002,-1.1787707980000002,OrgDemand
period1,sc01,t6475,2025-09-27 19:27:00,-2.141,-2.141,OrgDemand
period1,sc01,t6476,2025-09-27 20:27:00,-0.679,-0.679,OrgDemand
period1,sc01,t6477,2025-09-27 21:27:00,-2.6470000000000002,-2.6470000000000002,OrgDemand
period1,sc01,t6478,2025-09-27 22:27:00,-0.7929999999999999,-0.7929999999999999,OrgDemand
period1,sc01,t6479,2025-09-27 23:27:00,-0.161,-0.161,OrgDemand
period1,sc01,t6480,2025-09-28 00:27:00,-0.359,-0.359,OrgDemand
period1,sc01,t6481,2025-09-28 01:27:00,-0.154,-0.154,OrgDemand
period1,sc01,t6482,2025-09-28 02:27:00,-0.31599999999999995,-0.31599999999999995,OrgDemand
period1,sc01,t6483,2025-09-28 03:27:00,-0.29900000000000004,-0.29900000000000004,OrgDemand
period1,sc01,t6484,2025-09-28 04:27:00,-0.5109999999999999,-0.5109999999999999,OrgDemand
period1,sc01,t6485,2025-09-28 05:27:00,-0.896,-0.896,OrgDemand
period1,sc01,t6486,2025-09-28 06:27:00,-0.364,-0.364,OrgDemand
period1,sc01,t6487,2025-09-28 07:27:00,-1.708,-1.708,OrgDemand
period1,sc01,t6488,2025-09-28 08:27:00,-0.312,-0.312,OrgDemand
period1,sc01,t6489,2025-09-28 09:27:00,-0.8119999999999999,-0.8119999999999999,OrgDemand
period1,sc01,t6490,2025-09-28 10:27:00,-1.8080000000000003,-1.8080000000000003,OrgDemand
period1,sc01,t6491,2025-09-28 11:27:00,-0.48,-0.48,OrgDemand
period1,sc01,t6492,2025-09-28 12:27:00,-0.26,-0.26,OrgDemand
period1,sc01,t6493,2025-09-28 13:27:00,-0.37599999999999995,-0.37599999999999995,OrgDemand
period1,sc01,t6494,2025-09-28 14:27:00,-0.36400000000000005,-0.36400000000000005,OrgDemand
period1,sc01,t6495,2025-09-28 15:27:00,-0.435,-0.435,OrgDemand
period1,sc01,t6496,2025-09-28 16:27:00,-0.325,-0.325,OrgDemand
period1,sc01,t6497,2025-09-28 17:27:00,-0.23800000000000002,-0.23800000000000002,OrgDemand
period1,sc01,t6498,2025-09-28 18:27:00,-1.112,-1.112,OrgDemand
period1,sc01,t6499,2025-09-28 19:27:00,-1.222,-1.222,OrgDemand
period1,sc01,t6500,2025-09-28 20:27:00,-1.0379999999999998,-1.0379999999999998,OrgDemand
period1,sc01,t6501,2025-09-28 21:27:00,-0.518,-0.518,OrgDemand
period1,sc01,t6502,2025-09-28 22:27:00,-1.5920000000000003,-1.5920000000000003,OrgDemand
period1,sc01,t6503,2025-09-28 23:27:00,-1.702,-1.702,OrgDemand
period1,sc01,t6504,2025-09-29 00:27:00,-0.338,-0.338,OrgDemand
period1,sc01,t6505,2025-09-29 01:27:00,-0.161,-0.161,OrgDemand
period1,sc01,t6506,2025-09-29 02:27:00,-2.159,-2.159,OrgDemand
period1,sc01,t6507,2025-09-29 03:27:00,-0.23800000000000002,-0.23800000000000002,OrgDemand
period1,sc01,t6508,2025-09-29 04:27:00,-0.45199999999999996,-0.45199999999999996,OrgDemand
period1,sc01,t6509,2025-09-29 05:27:00,-0.46799999999999997,-0.46799999999999997,OrgDemand
period1,sc01,t6510,2025-09-29 06:27:00,-0.9119999999999999,-0.9119999999999999,OrgDemand
period1,sc01,t6511,2025-09-29 07:27:00,-0.712,-0.712,OrgDemand
period1,sc01,t6512,2025-09-29 08:27:00,-0.338,-0.338,OrgDemand
period1,sc01,t6513,2025-09-29 09:27:00,-0.14,-0.14,OrgDemand
period1,sc01,t6514,2025-09-29 10:27:00,-0.27,-0.27,OrgDemand
period1,sc01,t6515,2025-09-29 11:27:00,-0.676,-0.676,OrgDemand
period1,sc01,t6516,2025-09-29 12:27:00,-2.364,-2.364,OrgDemand
period1,sc01,t6517,2025-09-29 13:27:00,-0.15000000000000002,-0.15000000000000002,OrgDemand
period1,sc01,t6518,2025-09-29 14:27:00,-0.26,-0.26,OrgDemand
period1,sc01,t6519,2025-09-29 15:27:00,-0.408,-0.408,OrgDemand
period1,sc01,t6520,2025-09-29 16:27:00,-0.312,-0.312,OrgDemand
period1,sc01,t6521,2025-09-29 17:27:00,-0.26,-0.26,OrgDemand
period1,sc01,t6522,2025-09-29 18:27:00,-0.14,-0.14,OrgDemand
period1,sc01,t6523,2025-09-29 19:27:00,-1.8659999999999999,-1.8659999999999999,OrgDemand
period1,sc01,t6524,2025-09-29 20:27:00,-0.994,-0.994,OrgDemand
period1,sc01,t6525,2025-09-29 21:27:00,-1.069,-1.069,OrgDemand
period1,sc01,t6526,2025-09-29 22:27:00,-0.611,-0.611,OrgDemand
period1,sc01,t6527,2025-09-29 23:27:00,-0.413,-0.413,OrgDemand
period1,sc01,t6528,2025-09-30 00:27:00,-1.1569999999999998,-1.1569999999999998,OrgDemand
period1,sc01,t6529,2025-09-30 01:27:00,-2.3420000000000005,-2.3420000000000005,OrgDemand
period1,sc01,t6530,2025-09-30 02:27:00,-4.2379999999999995,-4.2379999999999995,OrgDemand
period1,sc01,t6531,2025-09-30 03:27:00,-0.465,-0.465,OrgDemand
period1,sc01,t6532,2025-09-30 04:27:00,-0.325,-0.325,OrgDemand
period1,sc01,t6533,2025-09-30 05:27:00,-0.28600000000000003,-0.28600000000000003,OrgDemand
period1,sc01,t6534,2025-09-30 06:27:00,-0.354,-0.354,OrgDemand
period1,sc01,t6535,2025-09-30 07:27:00,-1.1471357459999998,-1.1471357459999998,OrgDemand
period1,sc01,t6536,2025-09-30 08:27:00,-0.862864254,-0.862864254,OrgDemand
period1,sc01,t6537,2025-09-30 09:27:00,-0.7490000000000001,-0.7490000000000001,OrgDemand
period1,sc01,t6538,2025-09-30 10:27:00,-1.5310000000000001,-1.5310000000000001,OrgDemand
period1,sc01,t6539,2025-09-30 11:27:00,-0.434,-0.434,OrgDemand
period1,sc01,t6540,2025-09-30 12:27:00,-1.696,-1.696,OrgDemand
period1,sc01,t6541,2025-09-30 13:27:00,-2.415,-2.415,OrgDemand
period1,sc01,t6542,2025-09-30 14:27:00,-1.365,-1.365,OrgDemand
period1,sc01,t6543,2025-09-30 15:27:00,-0.512116537,-0.512116537,OrgDemand
period1,sc01,t6544,2025-09-30 16:27:00,-0.997883463,-0.997883463,OrgDemand
period1,sc01,t6545,2025-09-30 17:27:00,-1.349,-1.349,OrgDemand
period1,sc01,t6546,2025-09-30 18:27:00,-0.371,-0.371,OrgDemand
period1,sc01,t6547,2025-09-30 19:27:00,-2.0170000000000003,-2.0170000000000003,OrgDemand
period1,sc01,t6548,2025-09-30 20:27:00,-0.7630000000000001,-0.7630000000000001,OrgDemand
period1,sc01,t6549,2025-09-30 21:27:00,-0.602,-0.602,OrgDemand
period1,sc01,t6550,2025-09-30 22:27:00,-1.798,-1.798,OrgDemand
period1,sc01,t6551,2025-09-30 23:27:00,-0.887,-0.887,OrgDemand
period1,sc01,t6552,2025-10-01 00:27:00,-1.053,-1.053,OrgDemand
period1,sc01,t6553,2025-10-01 01:27:00,-2.324,-2.324,OrgDemand
period1,sc01,t6554,2025-10-01 02:27:00,-4.366,-4.366,OrgDemand
period1,sc01,t6555,2025-10-01 03:27:00,-1.7169999999999996,-1.7169999999999996,OrgDemand
period1,sc01,t6556,2025-10-01 04:27:00,-1.963,-1.963,OrgDemand
period1,sc01,t6557,2025-10-01 05:27:00,-1.8329999999999997,-1.8329999999999997,OrgDemand
period1,sc01,t6558,2025-10-01 06:27:00,-0.847,-0.847,OrgDemand
period1,sc01,t6559,2025-10-01 07:27:00,-2.34,-2.34,OrgDemand
period1,sc01,t6560,2025-10-01 08:27:00,-0.77,-0.77,OrgDemand
period1,sc01,t6561,2025-10-01 09:27:00,-3.4519999999999995,-3.4519999999999995,OrgDemand
period1,sc01,t6562,2025-10-01 10:27:00,-0.8580000000000001,-0.8580000000000001,OrgDemand
period1,sc01,t6563,2025-10-01 11:27:00,-0.154,-0.154,OrgDemand
period1,sc01,t6564,2025-10-01 12:27:00,-0.6459999999999999,-0.6459999999999999,OrgDemand
period1,sc01,t6565,2025-10-01 13:27:00,-0.7630000000000001,-0.7630000000000001,OrgDemand
period1,sc01,t6566,2025-10-01 14:27:00,-2.027,-2.027,OrgDemand
period1,sc01,t6567,2025-10-01 15:27:00,-0.16799999999999998,-0.16799999999999998,OrgDemand
period1,sc01,t6568,2025-10-01 16:27:00,-0.792,-0.792,OrgDemand
period1,sc01,t6569,2025-10-01 17:27:00,-1.274,-1.274,OrgDemand
period1,sc01,t6570,2025-10-01 18:27:00,-0.7359999999999998,-0.7359999999999998,OrgDemand
period1,sc01,t6571,2025-10-01 19:27:00,-1.2349999999999999,-1.2349999999999999,OrgDemand
period1,sc01,t6572,2025-10-01 20:27:00,-2.0850000000000004,-2.0850000000000004,OrgDemand
period1,sc01,t6573,2025-10-01 21:27:00,-2.108,-2.108,OrgDemand
period1,sc01,t6574,2025-10-01 22:27:00,-1.222,-1.222,OrgDemand
period1,sc01,t6575,2025-10-01 23:27:00,-0.6579999999999999,-0.6579999999999999,OrgDemand
period1,sc01,t6576,2025-10-02 00:27:00,-1.7520000000000002,-1.7520000000000002,OrgDemand
period1,sc01,t6577,2025-10-02 01:27:00,-2.636,-2.636,OrgDemand
period1,sc01,t6578,2025-10-02 02:27:00,-2.184,-2.184,OrgDemand
period1,sc01,t6579,2025-10-02 03:27:00,-1.729,-1.729,OrgDemand
period1,sc01,t6580,2025-10-02 04:27:00,-1.001,-1.001,OrgDemand
period1,sc01,t6581,2025-10-02 05:27:00,-1.48,-1.48,OrgDemand
period1,sc01,t6582,2025-10-02 06:27:00,-0.63,-0.63,OrgDemand
period1,sc01,t6583,2025-10-02 07:27:00,-1.134,-1.134,OrgDemand
period1,sc01,t6584,2025-10-02 08:27:00,-0.546,-0.546,OrgDemand
period1,sc01,t6585,2025-10-02 09:27:00,-2.214,-2.214,OrgDemand
period1,sc01,t6586,2025-10-02 10:27:00,-0.40599999999999997,-0.40599999999999997,OrgDemand
period1,sc01,t6587,2025-10-02 11:27:00,-0.5659999999999998,-0.5659999999999998,OrgDemand
period1,sc01,t6588,2025-10-02 12:27:00,-0.754,-0.754,OrgDemand
period1,sc01,t6589,2025-10-02 13:27:00,-1.218,-1.218,OrgDemand
period1,sc01,t6590,2025-10-02 14:27:00,-4.222,-4.222,OrgDemand
period1,sc01,t6591,2025-10-02 15:27:00,-1.157,-1.157,OrgDemand
period1,sc01,t6592,2025-10-02 16:27:00,-0.6829999999999998,-0.6829999999999998,OrgDemand
period1,sc01,t6593,2025-10-02 17:27:00,-1.6640000000000001,-1.6640000000000001,OrgDemand
period1,sc01,t6594,2025-10-02 18:27:00,-1.5059999999999998,-1.5059999999999998,OrgDemand
period1,sc01,t6595,2025-10-02 19:27:00,-3.393,-3.393,OrgDemand
period1,sc01,t6596,2025-10-02 20:27:00,-4.507000000000001,-4.507000000000001,OrgDemand
period1,sc01,t6597,2025-10-02 21:27:00,-4.046999999999999,-4.046999999999999,OrgDemand
period1,sc01,t6598,2025-10-02 22:27:00,-5.993,-5.993,OrgDemand
period1,sc01,t6599,2025-10-02 23:27:00,-2.573,-2.573,OrgDemand
period1,sc01,t6600,2025-10-03 00:27:00,-1.157,-1.157,OrgDemand
period1,sc01,t6601,2025-10-03 01:27:00,-3.105,-3.105,OrgDemand
period1,sc01,t6602,2025-10-03 02:27:00,-2.275,-2.275,OrgDemand
period1,sc01,t6603,2025-10-03 03:27:00,-0.609,-0.609,OrgDemand
period1,sc01,t6604,2025-10-03 04:27:00,-1.171,-1.171,OrgDemand
period1,sc01,t6605,2025-10-03 05:27:00,-1.157,-1.157,OrgDemand
period1,sc01,t6606,2025-10-03 06:27:00,-1.073,-1.073,OrgDemand
period1,sc01,t6607,2025-10-03 07:27:00,-2.0883432390000003,-2.0883432390000003,OrgDemand
period1,sc01,t6608,2025-10-03 08:27:00,-1.601656761,-1.601656761,OrgDemand
period1,sc01,t6609,2025-10-03 09:27:00,-2.2649999999999997,-2.2649999999999997,OrgDemand
period1,sc01,t6610,2025-10-03 10:27:00,-1.155,-1.155,OrgDemand
period1,sc01,t6611,2025-10-03 11:27:00,-0.312,-0.312,OrgDemand
period1,sc01,t6612,2025-10-03 12:27:00,-2.2479999999999998,-2.2479999999999998,OrgDemand
period1,sc01,t6613,2025-10-03 13:27:00,-0.133,-0.133,OrgDemand
period1,sc01,t6614,2025-10-03 14:27:00,-0.277,-0.277,OrgDemand
period1,sc01,t6615,2025-10-03 15:27:00,-0.371,-0.371,OrgDemand
period1,sc01,t6616,2025-10-03 16:27:00,-2.419,-2.419,OrgDemand
period1,sc01,t6617,2025-10-03 17:27:00,-2.509,-2.509,OrgDemand
period1,sc01,t6618,2025-10-03 18:27:00,-1.6010000000000004,-1.6010000000000004,OrgDemand
period1,sc01,t6619,2025-10-03 19:27:00,-3.7670000000000003,-3.7670000000000003,OrgDemand
period1,sc01,t6620,2025-10-03 20:27:00,-1.463,-1.463,OrgDemand
period1,sc01,t6621,2025-10-03 21:27:00,-1.6110000000000002,-1.6110000000000002,OrgDemand
period1,sc01,t6622,2025-10-03 22:27:00,-2.1189999999999998,-2.1189999999999998,OrgDemand
period1,sc01,t6623,2025-10-03 23:27:00,-1.078,-1.078,OrgDemand
period1,sc01,t6624,2025-10-04 00:27:00,-4.851999999999999,-4.851999999999999,OrgDemand
period1,sc01,t6625,2025-10-04 01:27:00,-0.966,-0.966,OrgDemand
period1,sc01,t6626,2025-10-04 02:27:00,-3.8440000000000003,-3.8440000000000003,OrgDemand
period1,sc01,t6627,2025-10-04 03:27:00,-1.4700000000000002,-1.4700000000000002,OrgDemand
period1,sc01,t6628,2025-10-04 04:27:00,-1.4300000000000002,-1.4300000000000002,OrgDemand
period1,sc01,t6629,2025-10-04 05:27:00,-1.4040000000000001,-1.4040000000000001,OrgDemand
period1,sc01,t6630,2025-10-04 06:27:00,-1.8259999999999998,-1.8259999999999998,OrgDemand
period1,sc01,t6631,2025-10-04 07:27:00,-1.9100000000000001,-1.9100000000000001,OrgDemand
period1,sc01,t6632,2025-10-04 08:27:00,-0.84,-0.84,OrgDemand
period1,sc01,t6633,2025-10-04 09:27:00,-1.4569999999999996,-1.4569999999999996,OrgDemand
period1,sc01,t6634,2025-10-04 10:27:00,-0.7630000000000001,-0.7630000000000001,OrgDemand
period1,sc01,t6635,2025-10-04 11:27:00,-1.0659999999999998,-1.0659999999999998,OrgDemand
period1,sc01,t6636,2025-10-04 12:27:00,-2.764,-2.764,OrgDemand
period1,sc01,t6637,2025-10-04 13:27:00,-0.483,-0.483,OrgDemand
period1,sc01,t6638,2025-10-04 14:27:00,-1.1869999999999998,-1.1869999999999998,OrgDemand
period1,sc01,t6639,2025-10-04 15:27:00,-0.504,-0.504,OrgDemand
period1,sc01,t6640,2025-10-04 16:27:00,-1.646,-1.646,OrgDemand
period1,sc01,t6641,2025-10-04 17:27:00,-1.56,-1.56,OrgDemand
period1,sc01,t6642,2025-10-04 18:27:00,-9.239999999999998,-9.239999999999998,OrgDemand
period1,sc01,t6643,2025-10-04 19:27:00,-10.741999999999999,-10.741999999999999,OrgDemand
period1,sc01,t6644,2025-10-04 20:27:00,-3.458,-3.458,OrgDemand
period1,sc01,t6645,2025-10-04 21:27:00,-4.069,-4.069,OrgDemand
period1,sc01,t6646,2025-10-04 22:27:00,-2.431,-2.431,OrgDemand
period1,sc01,t6647,2025-10-04 23:27:00,-1.9739999999999998,-1.9739999999999998,OrgDemand
period1,sc01,t6648,2025-10-05 00:27:00,-5.0760000000000005,-5.0760000000000005,OrgDemand
period1,sc01,t6649,2025-10-05 01:27:00,-2.0560000000000005,-2.0560000000000005,OrgDemand
period1,sc01,t6650,2025-10-05 02:27:00,-2.834,-2.834,OrgDemand
period1,sc01,t6651,2025-10-05 03:27:00,-1.484,-1.484,OrgDemand
period1,sc01,t6652,2025-10-05 04:27:00,-3.0460000000000003,-3.0460000000000003,OrgDemand
period1,sc01,t6653,2025-10-05 05:27:00,-3.287,-3.287,OrgDemand
period1,sc01,t6654,2025-10-05 06:27:00,-1.393,-1.393,OrgDemand
period1,sc01,t6655,2025-10-05 07:27:00,-2.0262841879999995,-2.0262841879999995,OrgDemand
period1,sc01,t6656,2025-10-05 08:27:00,-2.903715812,-2.903715812,OrgDemand
period1,sc01,t6657,2025-10-05 09:27:00,-0.637,-0.637,OrgDemand
period1,sc01,t6658,2025-10-05 10:27:00,-2.283,-2.283,OrgDemand
period1,sc01,t6659,2025-10-05 11:27:00,-3.4370000000000003,-3.4370000000000003,OrgDemand
period1,sc01,t6660,2025-10-05 12:27:00,-1.183,-1.183,OrgDemand
period1,sc01,t6661,2025-10-05 13:27:00,-0.425,-0.425,OrgDemand
period1,sc01,t6662,2025-10-05 14:27:00,-0.175,-0.175,OrgDemand
period1,sc01,t6663,2025-10-05 15:27:00,-0.189,-0.189,OrgDemand
period1,sc01,t6664,2025-10-05 16:27:00,-3.041,-3.041,OrgDemand
period1,sc01,t6665,2025-10-05 17:27:00,-2.353,-2.353,OrgDemand
period1,sc01,t6666,2025-10-05 18:27:00,-2.1669999999999994,-2.1669999999999994,OrgDemand
period1,sc01,t6667,2025-10-05 19:27:00,-3.3649999999999998,-3.3649999999999998,OrgDemand
period1,sc01,t6668,2025-10-05 20:27:00,-1.7150000000000003,-1.7150000000000003,OrgDemand
period1,sc01,t6669,2025-10-05 21:27:00,-2.3909999999999996,-2.3909999999999996,OrgDemand
period1,sc01,t6670,2025-10-05 22:27:00,-2.379,-2.379,OrgDemand
period1,sc01,t6671,2025-10-05 23:27:00,-3.7680000000000002,-3.7680000000000002,OrgDemand
period1,sc01,t6672,2025-10-06 00:27:00,-3.302,-3.302,OrgDemand
period1,sc01,t6673,2025-10-06 01:27:00,-1.757,-1.757,OrgDemand
period1,sc01,t6674,2025-10-06 02:27:00,-5.163,-5.163,OrgDemand
period1,sc01,t6675,2025-10-06 03:27:00,-1.6030000000000002,-1.6030000000000002,OrgDemand
period1,sc01,t6676,2025-10-06 04:27:00,-3.047,-3.047,OrgDemand
period1,sc01,t6677,2025-10-06 05:27:00,-3.198,-3.198,OrgDemand
period1,sc01,t6678,2025-10-06 06:27:00,-1.8620000000000005,-1.8620000000000005,OrgDemand
period1,sc01,t6679,2025-10-06 07:27:00,-3.027,-3.027,OrgDemand
period1,sc01,t6680,2025-10-06 08:27:00,-2.6129999999999995,-2.6129999999999995,OrgDemand
period1,sc01,t6681,2025-10-06 09:27:00,-2.49,-2.49,OrgDemand
period1,sc01,t6682,2025-10-06 10:27:00,-2.34,-2.34,OrgDemand
period1,sc01,t6683,2025-10-06 11:27:00,-1.644,-1.644,OrgDemand
period1,sc01,t6684,2025-10-06 12:27:00,-0.546,-0.546,OrgDemand
period1,sc01,t6685,2025-10-06 13:27:00,-0.189,-0.189,OrgDemand
period1,sc01,t6686,2025-10-06 14:27:00,-0.35100000000000003,-0.35100000000000003,OrgDemand
period1,sc01,t6687,2025-10-06 15:27:00,-0.20299999999999999,-0.20299999999999999,OrgDemand
period1,sc01,t6688,2025-10-06 16:27:00,-1.437,-1.437,OrgDemand
period1,sc01,t6689,2025-10-06 17:27:00,-1.8459999999999999,-1.8459999999999999,OrgDemand
period1,sc01,t6690,2025-10-06 18:27:00,-1.204,-1.204,OrgDemand
period1,sc01,t6691,2025-10-06 19:27:00,-2.8729999999999998,-2.8729999999999998,OrgDemand
period1,sc01,t6692,2025-10-06 20:27:00,-2.017000000000001,-2.017000000000001,OrgDemand
period1,sc01,t6693,2025-10-06 21:27:00,-5.7250000000000005,-5.7250000000000005,OrgDemand
period1,sc01,t6694,2025-10-06 22:27:00,-2.4050000000000002,-2.4050000000000002,OrgDemand
period1,sc01,t6695,2025-10-06 23:27:00,-1.8760000000000001,-1.8760000000000001,OrgDemand
period1,sc01,t6696,2025-10-07 00:27:00,-4.534,-4.534,OrgDemand
period1,sc01,t6697,2025-10-07 01:27:00,-3.0489999999999995,-3.0489999999999995,OrgDemand
period1,sc01,t6698,2025-10-07 02:27:00,-4.901,-4.901,OrgDemand
period1,sc01,t6699,2025-10-07 03:27:00,-2.249,-2.249,OrgDemand
period1,sc01,t6700,2025-10-07 04:27:00,-1.5309999999999997,-1.5309999999999997,OrgDemand
period1,sc01,t6701,2025-10-07 05:27:00,-2.7659999999999996,-2.7659999999999996,OrgDemand
period1,sc01,t6702,2025-10-07 06:27:00,-1.3439999999999999,-1.3439999999999999,OrgDemand
period1,sc01,t6703,2025-10-07 07:27:00,-2.3553858370000005,-2.3553858370000005,OrgDemand
period1,sc01,t6704,2025-10-07 08:27:00,-2.754614163,-2.754614163,OrgDemand
period1,sc01,t6705,2025-10-07 09:27:00,-4.593973267,-4.593973267,OrgDemand
period1,sc01,t6706,2025-10-07 10:27:00,-2.9360267329999994,-2.9360267329999994,OrgDemand
period1,sc01,t6707,2025-10-07 11:27:00,-2.49,-2.49,OrgDemand
period1,sc01,t6708,2025-10-07 12:27:00,-0.77,-0.77,OrgDemand
period1,sc01,t6709,2025-10-07 13:27:00,-0.623,-0.623,OrgDemand
period1,sc01,t6710,2025-10-07 14:27:00,-1.4269999999999998,-1.4269999999999998,OrgDemand
period1,sc01,t6711,2025-10-07 15:27:00,-0.40599999999999997,-0.40599999999999997,OrgDemand
period1,sc01,t6712,2025-10-07 16:27:00,-2.294,-2.294,OrgDemand
period1,sc01,t6713,2025-10-07 17:27:00,-2.2880000000000003,-2.2880000000000003,OrgDemand
period1,sc01,t6714,2025-10-07 18:27:00,-1.9819999999999993,-1.9819999999999993,OrgDemand
period1,sc01,t6715,2025-10-07 19:27:00,-4.147,-4.147,OrgDemand
period1,sc01,t6716,2025-10-07 20:27:00,-3.642999999999999,-3.642999999999999,OrgDemand
period1,sc01,t6717,2025-10-07 21:27:00,-5.138999999999999,-5.138999999999999,OrgDemand
period1,sc01,t6718,2025-10-07 22:27:00,-2.301,-2.301,OrgDemand
period1,sc01,t6719,2025-10-07 23:27:00,-1.8510000000000004,-1.8510000000000004,OrgDemand
period1,sc01,t6720,2025-10-08 00:27:00,-2.639,-2.639,OrgDemand
period1,sc01,t6721,2025-10-08 01:27:00,-1.2530000000000001,-1.2530000000000001,OrgDemand
period1,sc01,t6722,2025-10-08 02:27:00,-4.0969999999999995,-4.0969999999999995,OrgDemand
period1,sc01,t6723,2025-10-08 03:27:00,-2.666,-2.666,OrgDemand
period1,sc01,t6724,2025-10-08 04:27:00,-1.3439999999999999,-1.3439999999999999,OrgDemand
period1,sc01,t6725,2025-10-08 05:27:00,-2.549,-2.549,OrgDemand
period1,sc01,t6726,2025-10-08 06:27:00,-1.351,-1.351,OrgDemand
period1,sc01,t6727,2025-10-08 07:27:00,-4.212,-4.212,OrgDemand
period1,sc01,t6728,2025-10-08 08:27:00,-5.628,-5.628,OrgDemand
period1,sc01,t6729,2025-10-08 09:27:00,-3.277,-3.277,OrgDemand
period1,sc01,t6730,2025-10-08 10:27:00,-1.313,-1.313,OrgDemand
period1,sc01,t6731,2025-10-08 11:27:00,-1.6920000000000002,-1.6920000000000002,OrgDemand
period1,sc01,t6732,2025-10-08 12:27:00,-1.1179999999999999,-1.1179999999999999,OrgDemand
